step,layer,m,n,q,n_sv,n_outliers,lambda_plus,sigma2_hat
1000,31.attn.c_proj.weight,1536,1536,1.0,1536,34,9.714762369791668e-12,2.428690592447917e-12
1500,31.attn.c_proj.weight,1536,1536,1.0,1536,35,1.029120551215278e-11,2.572801378038195e-12
2000,31.attn.c_proj.weight,1536,1536,1.0,1536,31,1.0494656032986113e-11,2.6236640082465283e-12
2500,31.attn.c_proj.weight,1536,1536,1.0,1536,30,9.816487630208337e-12,2.4541219075520842e-12
3000,31.attn.c_proj.weight,1536,1536,1.0,1536,25,1.0748969184027778e-11,2.6872422960069446e-12
3500,31.attn.c_proj.weight,1536,1536,1.0,1536,22,9.358723958333336e-12,2.339680989583334e-12
4000,31.attn.c_proj.weight,1536,1536,1.0,1536,18,9.290907118055557e-12,2.3227267795138894e-12
4500,31.attn.c_proj.weight,1536,1536,1.0,1536,17,8.595784505208336e-12,2.148946126302084e-12
5000,31.attn.c_proj.weight,1536,1536,1.0,1536,14,8.188883463541669e-12,2.047220865885417e-12
5500,31.attn.c_proj.weight,1536,1536,1.0,1536,12,8.443196614583337e-12,2.1107991536458343e-12
6000,31.attn.c_proj.weight,1536,1536,1.0,1536,11,7.680257161458335e-12,1.9200642903645837e-12
6500,31.attn.c_proj.weight,1536,1536,1.0,1536,11,8.12106662326389e-12,2.0302666558159724e-12
7000,31.attn.c_proj.weight,1536,1536,1.0,1536,9,6.798638237847223e-12,1.6996595594618058e-12
7500,31.attn.c_proj.weight,1536,1536,1.0,1536,7,7.0190429687500015e-12,1.7547607421875004e-12
8000,31.attn.c_proj.weight,1536,1536,1.0,1536,7,7.476806640625001e-12,1.8692016601562503e-12
8500,31.attn.c_proj.weight,1536,1536,1.0,1536,9,7.290310329861111e-12,1.822577582465278e-12
9000,31.attn.c_proj.weight,1536,1536,1.0,1536,6,7.1885850694444455e-12,1.7971462673611114e-12
9500,31.attn.c_proj.weight,1536,1536,1.0,1536,6,7.086859809027779e-12,1.7717149522569447e-12
10000,31.attn.c_proj.weight,1536,1536,1.0,1536,6,6.985134548611112e-12,1.746283637152778e-12
10500,31.attn.c_proj.weight,1536,1536,1.0,1536,136,6.2561035156250015e-12,1.5640258789062504e-12
11000,31.attn.c_proj.weight,1536,1536,1.0,1536,4,6.730821397569447e-12,1.6827053493923617e-12
11500,31.attn.c_proj.weight,1536,1536,1.0,1536,123,6.035698784722224e-12,1.508924696180556e-12
12000,31.attn.c_proj.weight,1536,1536,1.0,1536,121,5.950927734375e-12,1.48773193359375e-12
12500,31.attn.c_proj.weight,1536,1536,1.0,1536,120,5.9848361545138915e-12,1.4962090386284729e-12
13000,31.attn.c_proj.weight,1536,1536,1.0,1536,118,5.950927734375002e-12,1.4877319335937505e-12
13500,31.attn.c_proj.weight,1536,1536,1.0,1536,114,6.3578287760416675e-12,1.5894571940104169e-12
14000,31.attn.c_proj.weight,1536,1536,1.0,1536,105,5.628797743055556e-12,1.407199435763889e-12
14500,31.attn.c_proj.weight,1536,1536,1.0,1536,101,5.611843532986111e-12,1.4029608832465277e-12
15000,31.attn.c_proj.weight,1536,1536,1.0,1536,102,5.577935112847223e-12,1.3944837782118057e-12
15500,31.attn.c_proj.weight,1536,1536,1.0,1536,97,5.4931640625e-12,1.373291015625e-12
16000,31.attn.c_proj.weight,1536,1536,1.0,1536,99,6.103515625e-12,1.52587890625e-12
16500,31.attn.c_proj.weight,1536,1536,1.0,1536,92,5.459255642361111e-12,1.3648139105902778e-12
17000,31.attn.c_proj.weight,1536,1536,1.0,1536,88,5.3405761718750006e-12,1.3351440429687501e-12
17500,31.attn.c_proj.weight,1536,1536,1.0,1536,90,5.950927734375001e-12,1.4877319335937503e-12
18000,31.attn.c_proj.weight,1536,1536,1.0,1536,83,4.713270399305555e-12,1.1783175998263888e-12
18500,31.attn.c_proj.weight,1536,1536,1.0,1536,83,5.255805121527778e-12,1.3139512803819444e-12
19000,31.attn.c_proj.weight,1536,1536,1.0,1536,83,5.255805121527778e-12,1.3139512803819444e-12
19500,31.attn.c_proj.weight,1536,1536,1.0,1536,81,5.747477213541668e-12,1.436869303385417e-12
20000,31.attn.c_proj.weight,1536,1536,1.0,1536,72,4.526774088541667e-12,1.1316935221354168e-12
20500,31.attn.c_proj.weight,1536,1536,1.0,1536,77,5.6796603732638895e-12,1.4199150933159724e-12
500,31.mlp.c_fc.weight,6144,1536,4.0,1536,12,2.392959594726563e-10,2.6588439941406257e-11
1000,31.mlp.c_fc.weight,6144,1536,4.0,1536,10,4.618835449218749e-10,5.132039388020832e-11
1500,31.mlp.c_fc.weight,6144,1536,4.0,1536,7,5.941009521484374e-10,6.601121690538194e-11
2000,31.mlp.c_fc.weight,6144,1536,4.0,1536,4,6.688690185546876e-10,7.431877983940974e-11
2500,31.mlp.c_fc.weight,6144,1536,4.0,1536,3,7.297897338867187e-10,8.108774820963541e-11
3000,31.mlp.c_fc.weight,6144,1536,4.0,1536,3,7.80181884765625e-10,8.668687608506944e-11
3500,31.mlp.c_fc.weight,6144,1536,4.0,1536,3,7.786178588867188e-10,8.651309543185765e-11
4000,31.mlp.c_fc.weight,6144,1536,4.0,1536,2,7.788467407226564e-10,8.653852674696182e-11
4500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.176040649414064e-10,9.084489610460071e-11
5000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.094024658203126e-10,8.993360731336806e-11
5500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.851623535156251e-10,9.835137261284724e-11
6000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.411407470703125e-10,9.34600830078125e-11
6500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.743667602539065e-10,9.715186225043406e-11
7000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.676147460937499e-10,9.64016384548611e-11
7500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.692550659179688e-10,9.658389621310764e-11
8000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.063720703125e-10,1.007080078125e-10
8500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.7686767578125e-10,1.0854085286458332e-10
9000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.431838989257813e-10,1.0479821099175348e-10
9500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.71946716308594e-10,1.0799407958984378e-10
10000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.3231201171875e-10,1.0359022352430556e-10
10500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.737777709960937e-10,1.0819753011067707e-10
11000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0187530517578125e-09,1.1319478352864584e-10
11500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.651565551757811e-10,1.0723961724175346e-10
12000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.87091064453125e-10,1.0967678493923613e-10
12500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.841156005859375e-10,1.0934617784288195e-10
13000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0294723510742184e-09,1.1438581678602427e-10
13500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0631942749023435e-09,1.1813269721137151e-10
14000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0490417480468753e-09,1.1656019422743057e-10
14500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0222625732421876e-09,1.1358473036024306e-10
15000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0319900512695315e-09,1.1466556125217015e-10
15500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0419082641601565e-09,1.1576758490668405e-10
16000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0763549804687502e-09,1.1959499782986112e-10
16500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0736083984375e-09,1.192898220486111e-10
17000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.109580993652344e-09,1.2328677707248265e-10
17500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1488723754882811e-09,1.2765248616536457e-10
18000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1063385009765627e-09,1.2292650010850697e-10
18500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0944366455078122e-09,1.2160407172309025e-10
19000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1043167114257814e-09,1.2270185682508682e-10
19500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.2091827392578124e-09,1.343536376953125e-10
20000,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1402511596679685e-09,1.2669457329644096e-10
20500,31.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1814880371093751e-09,1.3127644856770835e-10
500,31.mlp.c_proj.weight,1536,6144,0.25,1536,93,6.680488586425781e-12,2.9691060384114583e-12
1000,31.mlp.c_proj.weight,1536,6144,0.25,1536,108,8.487701416015628e-12,3.77231174045139e-12
1500,31.mlp.c_proj.weight,1536,6144,0.25,1536,103,8.769035339355471e-12,3.8973490397135426e-12
2000,31.mlp.c_proj.weight,1536,6144,0.25,1536,90,8.504390716552735e-12,3.779729207356771e-12
2500,31.mlp.c_proj.weight,1536,6144,0.25,1536,76,7.944107055664064e-12,3.5307142469618064e-12
3000,31.mlp.c_proj.weight,1536,6144,0.25,1536,63,7.688999176025392e-12,3.4173329671223964e-12
3500,31.mlp.c_proj.weight,1536,6144,0.25,1536,49,6.713867187500002e-12,2.983940972222223e-12
4000,31.mlp.c_proj.weight,1536,6144,0.25,1536,292,6.287097930908205e-12,2.7942657470703132e-12
4500,31.mlp.c_proj.weight,1536,6144,0.25,1536,271,6.031990051269533e-12,2.6808844672309035e-12
5000,31.mlp.c_proj.weight,1536,6144,0.25,1536,229,5.5670738220214864e-12,2.4742550320095495e-12
5500,31.mlp.c_proj.weight,1536,6144,0.25,1536,218,5.447864532470706e-12,2.421273125542536e-12
6000,31.mlp.c_proj.weight,1536,6144,0.25,1536,188,5.018711090087892e-12,2.2305382622612854e-12
6500,31.mlp.c_proj.weight,1536,6144,0.25,1536,169,4.842281341552736e-12,2.152125040690105e-12
7000,31.mlp.c_proj.weight,1536,6144,0.25,1536,151,4.613399505615236e-12,2.050399780273438e-12
7500,31.mlp.c_proj.weight,1536,6144,0.25,1536,136,4.439353942871096e-12,1.973046196831598e-12
8000,31.mlp.c_proj.weight,1536,6144,0.25,1536,119,4.22954559326172e-12,1.8797980414496535e-12
8500,31.mlp.c_proj.weight,1536,6144,0.25,1536,123,4.4059753417968764e-12,1.958211263020834e-12
9000,31.mlp.c_proj.weight,1536,6144,0.25,1536,104,4.0102005004882824e-12,1.7823113335503477e-12
9500,31.mlp.c_proj.weight,1536,6144,0.25,1536,98,3.9386749267578136e-12,1.7505221896701394e-12
10000,31.mlp.c_proj.weight,1536,6144,0.25,1536,88,3.781318664550782e-12,1.680586073133681e-12
10500,31.mlp.c_proj.weight,1536,6144,0.25,1536,79,3.650188446044922e-12,1.6223059760199655e-12
11000,31.mlp.c_proj.weight,1536,6144,0.25,1536,78,3.647804260253908e-12,1.6212463378906256e-12
11500,31.mlp.c_proj.weight,1536,6144,0.25,1536,65,3.430843353271485e-12,1.52481926812066e-12
12000,31.mlp.c_proj.weight,1536,6144,0.25,1536,66,3.430843353271485e-12,1.52481926812066e-12
12500,31.mlp.c_proj.weight,1536,6144,0.25,1536,61,3.340244293212892e-12,1.4845530192057298e-12
13000,31.mlp.c_proj.weight,1536,6144,0.25,1536,57,3.280639648437501e-12,1.4580620659722226e-12
13500,31.mlp.c_proj.weight,1536,6144,0.25,1536,55,3.240108489990235e-12,1.4400482177734376e-12
14000,31.mlp.c_proj.weight,1536,6144,0.25,1536,51,3.1685829162597668e-12,1.4082590738932297e-12
14500,31.mlp.c_proj.weight,1536,6144,0.25,1536,47,3.077983856201173e-12,1.3679928249782992e-12
15000,31.mlp.c_proj.weight,1536,6144,0.25,1536,43,3.0255317687988286e-12,1.3446807861328128e-12
15500,31.mlp.c_proj.weight,1536,6144,0.25,1536,44,3.0040740966796882e-12,1.3351440429687503e-12
16000,31.mlp.c_proj.weight,1536,6144,0.25,1536,42,2.9873847961425794e-12,1.3277265760633686e-12
16500,31.mlp.c_proj.weight,1536,6144,0.25,1536,40,2.9039382934570325e-12,1.2906392415364588e-12
17000,31.mlp.c_proj.weight,1536,6144,0.25,1536,37,2.8347969055175793e-12,1.2599097357855907e-12
17500,31.mlp.c_proj.weight,1536,6144,0.25,1536,39,2.887248992919923e-12,1.283221774631077e-12
18000,31.mlp.c_proj.weight,1536,6144,0.25,1536,34,2.76327133178711e-12,1.2281205919053821e-12
18500,31.mlp.c_proj.weight,1536,6144,0.25,1536,32,2.7704238891601568e-12,1.231299506293403e-12
19000,31.mlp.c_proj.weight,1536,6144,0.25,1536,32,2.7036666870117195e-12,1.2016296386718754e-12
19500,31.mlp.c_proj.weight,1536,6144,0.25,1536,35,2.7489662170410164e-12,1.2217627631293407e-12
20000,31.mlp.c_proj.weight,1536,6144,0.25,1536,29,2.6488304138183607e-12,1.1772579616970492e-12
20500,31.mlp.c_proj.weight,1536,6144,0.25,1536,32,2.7394294738769544e-12,1.2175242106119797e-12
500,32.attn.c_attn.weight,4608,1536,3.0,1536,45,1.0307330263823958e-10,1.3809204101562502e-11
1000,32.attn.c_attn.weight,4608,1536,3.0,1536,25,1.4603633056418472e-10,1.9565158420138888e-11
1500,32.attn.c_attn.weight,4608,1536,3.0,1536,12,1.6280393351024578e-10,2.1811591254340278e-11
2000,32.attn.c_attn.weight,4608,1536,3.0,1536,11,1.724848514375943e-10,2.3108588324652785e-11
2500,32.attn.c_attn.weight,4608,1536,3.0,1536,18,1.5976678278794038e-10,2.140469021267361e-11
3000,32.attn.c_attn.weight,4608,1536,3.0,1536,11,2.063364271966232e-10,2.7643839518229168e-11
3500,32.attn.c_attn.weight,4608,1536,3.0,1536,7,1.7969808440306962e-10,2.4074978298611117e-11
4000,32.attn.c_attn.weight,4608,1536,3.0,1536,6,1.7501581037284874e-10,2.3447672526041666e-11
4500,32.attn.c_attn.weight,4608,1536,3.0,1536,4,1.6356322119082213e-10,2.1913316514756944e-11
5000,32.attn.c_attn.weight,4608,1536,3.0,1536,5,1.7321250213148e-10,2.3206075032552093e-11
5500,32.attn.c_attn.weight,4608,1536,3.0,1536,4,1.8858807766315107e-10,2.526601155598959e-11
6000,32.attn.c_attn.weight,4608,1536,3.0,1536,4,1.8539274200739224e-10,2.4837917751736116e-11
6500,32.attn.c_attn.weight,4608,1536,3.0,1536,3,1.9969265999158005e-10,2.6753743489583322e-11
7000,32.attn.c_attn.weight,4608,1536,3.0,1536,3,1.9364999553365997e-10,2.5944179958767356e-11
7500,32.attn.c_attn.weight,4608,1536,3.0,1536,3,1.8665822147501956e-10,2.500745985243057e-11
8000,32.attn.c_attn.weight,4608,1536,3.0,1536,3,2.2202837259520104e-10,2.974616156684027e-11
8500,32.attn.c_attn.weight,4608,1536,3.0,1536,4,2.147518656563444e-10,2.877129448784722e-11
9000,32.attn.c_attn.weight,4608,1536,3.0,1536,3,2.1535296840346731e-10,2.8851826985677077e-11
9500,32.attn.c_attn.weight,4608,1536,3.0,1536,3,2.0481785183547047e-10,2.7440388997395828e-11
10000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.2126908491462473e-10,2.9644436306423606e-11
10500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.112401601336788e-10,2.830081515842014e-11
11000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.442375372520593e-10,3.272162543402777e-11
11500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.2797612609304916e-10,3.054300944010416e-11
12000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.0829792037144544e-10,2.7906629774305554e-11
12500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.532857154455942e-10,3.393385145399305e-11
13000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.3113982476211732e-10,3.096686469184028e-11
13500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.3556900289881267e-10,3.156026204427083e-11
14000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.408523796761564e-10,3.226810031467013e-11
14500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.387327015678808e-10,3.198411729600694e-11
15000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.2262947534232404e-10,2.982669406467014e-11
15500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.533489894189755e-10,3.3942328559027774e-11
16000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.480972496283225e-10,3.323872884114584e-11
16500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.368977563398213e-10,3.173828125e-11
17000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.4097892762291925e-10,3.228505452473959e-11
17500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.8527070898987293e-10,3.8219028049045134e-11
18000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.1895958488620505e-10,2.9335021972656253e-11
18500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.506914825369583e-10,3.358629014756944e-11
19000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.280077630797399e-10,3.054724799262153e-11
19500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.4993219485638195e-10,3.348456488715277e-11
20000,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.542664620330054e-10,3.406524658203126e-11
20500,32.attn.c_attn.weight,4608,1536,3.0,1536,2,2.763807157297916e-10,3.702799479166667e-11
500,32.attn.c_proj.weight,1536,1536,1.0,1536,161,5.4253472222222234e-12,1.3563368055555559e-12
1000,32.attn.c_proj.weight,1536,1536,1.0,1536,30,9.375678168402779e-12,2.3439195421006947e-12
1500,32.attn.c_proj.weight,1536,1536,1.0,1536,32,9.40958658854167e-12,2.3523966471354174e-12
2000,32.attn.c_proj.weight,1536,1536,1.0,1536,29,9.697808159722223e-12,2.4244520399305557e-12
2500,32.attn.c_proj.weight,1536,1536,1.0,1536,28,9.545220269097223e-12,2.3863050672743057e-12
3000,32.attn.c_proj.weight,1536,1536,1.0,1536,25,1.0460747612847222e-11,2.6151869032118055e-12
3500,32.attn.c_proj.weight,1536,1536,1.0,1536,20,9.172227647569447e-12,2.2930569118923617e-12
4000,32.attn.c_proj.weight,1536,1536,1.0,1536,18,8.61273871527778e-12,2.153184678819445e-12
4500,32.attn.c_proj.weight,1536,1536,1.0,1536,18,8.002387152777779e-12,2.0005967881944447e-12
5000,32.attn.c_proj.weight,1536,1536,1.0,1536,15,7.629394531250001e-12,1.9073486328125003e-12
5500,32.attn.c_proj.weight,1536,1536,1.0,1536,14,7.951524522569447e-12,1.9878811306423618e-12
6000,32.attn.c_proj.weight,1536,1536,1.0,1536,12,7.154676649305558e-12,1.7886691623263894e-12
6500,32.attn.c_proj.weight,1536,1536,1.0,1536,10,7.42594401041667e-12,1.8564860026041673e-12
7000,32.attn.c_proj.weight,1536,1536,1.0,1536,12,6.934271918402779e-12,1.7335679796006947e-12
7500,32.attn.c_proj.weight,1536,1536,1.0,1536,9,7.069905598958335e-12,1.7674763997395837e-12
8000,32.attn.c_proj.weight,1536,1536,1.0,1536,7,6.815592447916668e-12,1.703898111979167e-12
8500,32.attn.c_proj.weight,1536,1536,1.0,1536,10,6.883409288194446e-12,1.7208523220486115e-12
9000,32.attn.c_proj.weight,1536,1536,1.0,1536,7,6.696912977430557e-12,1.6742282443576393e-12
9500,32.attn.c_proj.weight,1536,1536,1.0,1536,9,6.730821397569447e-12,1.6827053493923617e-12
10000,32.attn.c_proj.weight,1536,1536,1.0,1536,7,7.035997178819445e-12,1.7589992947048613e-12
10500,32.attn.c_proj.weight,1536,1536,1.0,1536,135,6.29001193576389e-12,1.5725029839409725e-12
11000,32.attn.c_proj.weight,1536,1536,1.0,1536,7,6.951226128472224e-12,1.737806532118056e-12
11500,32.attn.c_proj.weight,1536,1536,1.0,1536,126,6.13742404513889e-12,1.5343560112847225e-12
12000,32.attn.c_proj.weight,1536,1536,1.0,1536,123,5.594889322916667e-12,1.3987223307291667e-12
12500,32.attn.c_proj.weight,1536,1536,1.0,1536,122,6.069607204861113e-12,1.5174018012152782e-12
13000,32.attn.c_proj.weight,1536,1536,1.0,1536,119,6.018744574652779e-12,1.5046861436631948e-12
13500,32.attn.c_proj.weight,1536,1536,1.0,1536,116,5.967881944444446e-12,1.4919704861111115e-12
14000,32.attn.c_proj.weight,1536,1536,1.0,1536,110,5.7644314236111116e-12,1.4411078559027779e-12
14500,32.attn.c_proj.weight,1536,1536,1.0,1536,106,5.7474772135416685e-12,1.4368693033854171e-12
15000,32.attn.c_proj.weight,1536,1536,1.0,1536,105,5.730523003472224e-12,1.432630750868056e-12
15500,32.attn.c_proj.weight,1536,1536,1.0,1536,104,5.71356879340278e-12,1.428392198350695e-12
16000,32.attn.c_proj.weight,1536,1536,1.0,1536,101,6.188286675347223e-12,1.5470716688368058e-12
16500,32.attn.c_proj.weight,1536,1536,1.0,1536,95,5.560980902777779e-12,1.3902452256944447e-12
17000,32.attn.c_proj.weight,1536,1536,1.0,1536,91,5.442301432291668e-12,1.360575358072917e-12
17500,32.attn.c_proj.weight,1536,1536,1.0,1536,97,6.171332465277779e-12,1.5428331163194447e-12
18000,32.attn.c_proj.weight,1536,1536,1.0,1536,90,4.882812500000001e-12,1.2207031250000002e-12
18500,32.attn.c_proj.weight,1536,1536,1.0,1536,88,5.391438802083333e-12,1.3478597005208333e-12
19000,32.attn.c_proj.weight,1536,1536,1.0,1536,87,5.374484592013889e-12,1.3436211480034723e-12
19500,32.attn.c_proj.weight,1536,1536,1.0,1536,85,5.9170193142361125e-12,1.4792548285590281e-12
20000,32.attn.c_proj.weight,1536,1536,1.0,1536,82,4.747178819444445e-12,1.1867947048611112e-12
20500,32.attn.c_proj.weight,1536,1536,1.0,1536,82,5.815294053819446e-12,1.4538235134548614e-12
500,32.mlp.c_fc.weight,6144,1536,4.0,1536,12,2.363204956054688e-10,2.625783284505209e-11
1000,32.mlp.c_fc.weight,6144,1536,4.0,1536,9,4.5379638671874995e-10,5.042182074652777e-11
1500,32.mlp.c_fc.weight,6144,1536,4.0,1536,7,5.985641479492187e-10,6.650712754991319e-11
2000,32.mlp.c_fc.weight,6144,1536,4.0,1536,4,6.541442871093752e-10,7.268269856770836e-11
2500,32.mlp.c_fc.weight,6144,1536,4.0,1536,3,7.001113891601562e-10,7.779015435112847e-11
3000,32.mlp.c_fc.weight,6144,1536,4.0,1536,3,7.465744018554687e-10,8.29527113172743e-11
3500,32.mlp.c_fc.weight,6144,1536,4.0,1536,2,7.370758056640625e-10,8.189731174045139e-11
4000,32.mlp.c_fc.weight,6144,1536,4.0,1536,2,7.120895385742187e-10,7.912105984157987e-11
4500,32.mlp.c_fc.weight,6144,1536,4.0,1536,2,7.772445678710936e-10,8.636050754123263e-11
5000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.979202270507812e-10,8.865780300564235e-11
5500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.206939697265628e-10,9.118821885850698e-11
6000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.99560546875e-10,8.884006076388888e-11
6500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.122253417968751e-10,9.024726019965278e-11
7000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.45069885253906e-10,9.389665391710067e-11
7500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.472824096679686e-10,9.414248996310763e-11
8000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.515930175781251e-10,9.462144639756946e-11
8500,32.mlp.c_fc.weight,6144,1536,4.0,1536,2,9.205627441406251e-10,1.0228474934895834e-10
9000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.093475341796877e-10,1.0103861490885419e-10
9500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.259033203125001e-10,1.028781467013889e-10
10000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.546661376953126e-10,1.0607401529947918e-10
10500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.157180786132813e-10,1.0174645317925348e-10
11000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.71527099609375e-10,1.0794745551215278e-10
11500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.312057495117188e-10,1.0346730550130209e-10
12000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.523391723632813e-10,1.0581546359592016e-10
12500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.37232971191406e-10,1.0413699679904512e-10
13000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.823226928710936e-10,1.0914696587456597e-10
13500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0266494750976561e-09,1.1407216389973958e-10
14000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0003280639648438e-09,1.1114756266276042e-10
14500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0214233398437499e-09,1.134914822048611e-10
15000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0074996948242188e-09,1.1194441053602432e-10
15500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0174942016601563e-09,1.1305491129557292e-10
16000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0040664672851562e-09,1.1156294080946181e-10
16500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.777069091796875e-10,1.0863410101996527e-10
17000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0356903076171874e-09,1.1507670084635417e-10
17500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0864639282226562e-09,1.207182142469618e-10
18000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.032829284667969e-09,1.147588094075521e-10
18500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0567092895507813e-09,1.1741214328342014e-10
19000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.01898193359375e-09,1.1322021484374999e-10
19500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.11846923828125e-09,1.242743598090278e-10
20000,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0648345947265625e-09,1.1831495496961804e-10
20500,32.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1307144165039062e-09,1.256349351671007e-10
500,32.mlp.c_proj.weight,1536,6144,0.25,1536,91,6.566047668457031e-12,2.918243408203125e-12
1000,32.mlp.c_proj.weight,1536,6144,0.25,1536,102,8.428096771240234e-12,3.745820787217882e-12
1500,32.mlp.c_proj.weight,1536,6144,0.25,1536,99,8.800029754638673e-12,3.911124335394966e-12
2000,32.mlp.c_proj.weight,1536,6144,0.25,1536,86,8.440017700195314e-12,3.751118977864584e-12
2500,32.mlp.c_proj.weight,1536,6144,0.25,1536,72,7.870197296142579e-12,3.4978654649522574e-12
3000,32.mlp.c_proj.weight,1536,6144,0.25,1536,61,7.59124755859375e-12,3.3738878038194445e-12
3500,32.mlp.c_proj.weight,1536,6144,0.25,1536,46,6.723403930664064e-12,2.9881795247395843e-12
4000,32.mlp.c_proj.weight,1536,6144,0.25,1536,280,6.30617141723633e-12,2.8027428521050356e-12
4500,32.mlp.c_proj.weight,1536,6144,0.25,1536,261,6.067752838134768e-12,2.696779039171008e-12
5000,32.mlp.c_proj.weight,1536,6144,0.25,1536,223,5.5932998657226584e-12,2.4859110514322928e-12
5500,32.mlp.c_proj.weight,1536,6144,0.25,1536,208,5.464553833007814e-12,2.4286905924479175e-12
